,names,scores,logfoldchanges,pvals,pvals_adj,3_mean_expr,3_frac_expr,23_mean_expr,23_frac_expr,chromosome
22,SH3BGRL3,10.401105,0.5992908,2.4507465341670246e-25,2.5507441482253723e-23,1.9442908,0.9919692737430168,1.5999897,1.0,chr1
23,RSL1D1,10.265119,0.64555866,1.0119612764436444e-24,1.0270146505914538e-22,1.4921323,0.9793994413407822,1.1641517,0.9726775956284153,chr16
24,EIF3H,10.00203,0.4883587,1.4930330053351994e-23,1.4052249256154857e-21,1.6738368,0.9919692737430168,1.4081604,0.994535519125683,chr8
25,CD44,9.992411,0.7833983,1.6453136671094792e-23,1.5383952511025617e-21,1.4838876,0.9699720670391061,1.0923378,0.9617486338797814,chr11
26,FTL,9.626791,0.3233326,6.16238428876648e-22,5.407350004524384e-20,3.0292747,0.9979050279329609,2.8172314,1.0,chr19
27,HLA-DRA,9.493925,0.6040061,2.2249456842623596e-21,1.882819021477566e-19,2.147955,0.9972067039106145,1.788205,0.994535519125683,chr6
28,ZFP36L2,9.252635,0.8711713,2.1902589563028267e-20,1.759487462418141e-18,2.0399084,0.9884776536312849,1.5384525,0.9508196721311475,chr2
29,TKT,9.033229,0.58275926,1.6668022654144702e-19,1.2743664076431598e-17,1.5077296,0.9814944134078212,1.208332,0.9726775956284153,chr3
30,EIF3D,8.947598,0.5726794,3.633012431061574e-19,2.6696789186894367e-17,1.3673337,0.9692737430167597,1.0874135,0.9508196721311475,chr22
31,HLA-E,8.932517,0.723669,4.164229302046001e-19,3.0450125957884064e-17,1.2473944,0.94518156424581,0.91730785,0.9508196721311475,chr6
32,LIME1,8.9294405,1.6281008,4.2816841759378397e-19,3.1228917987057627e-17,0.5830791,0.6581703910614525,0.22799253,0.4426229508196721,chr20
33,YPEL3,8.556237,1.002337,1.1661084561591829e-17,7.806357031161404e-16,0.8247502,0.8313547486033519,0.49446356,0.7431693989071039,chr16
34,EPB41L4A-AS1,8.53951,0.8048513,1.3479197385419008e-17,8.981302594331291e-16,0.823911,0.8449720670391061,0.5494806,0.8743169398907104,chr5
35,NPM1,8.465754,0.26797882,2.545016322910637e-17,1.6570496688759257e-15,2.8702004,0.9996508379888268,2.6959572,1.0,chr5
36,NOP53,8.427706,0.42535546,3.525094695623626e-17,2.264158795716094e-15,1.7393023,0.994413407821229,1.5029553,0.9890710382513661,chr19
37,CCDC18-AS1,8.303637,1.2210387,1.0097221405732288e-16,6.20587413898003e-15,0.58591485,0.7049581005586593,0.29396358,0.5519125683060109,chr1
38,EBPL,8.217616,0.47300687,2.0758821929486824e-16,1.2436976550107254e-14,1.3212782,0.9759078212290503,1.0919169,0.9726775956284153,chr13
39,ST13,8.169558,0.45325604,3.0952304194897986e-16,1.8427929249062646e-14,1.4940138,0.9821927374301676,1.2594442,0.9836065573770492,chr22
40,HEBP1,8.128822,0.80907965,4.334814858728635e-16,2.543626546115704e-14,0.7774185,0.8418296089385475,0.5134884,0.8087431693989071,chr12
41,ICAM3,8.108932,0.54816633,5.106688376260395e-16,2.978170534032596e-14,1.3327672,0.973463687150838,1.0678415,0.9562841530054644,chr19
42,HOPX,8.08462,1.2060165,6.23581706327005e-16,3.6218539920638555e-14,0.76479965,0.7325418994413407,0.40403792,0.6338797814207651,chr4
43,BST2,8.075867,0.63432133,6.699910881921529e-16,3.8834971246064666e-14,1.1008948,0.9343575418994413,0.82982016,0.912568306010929,chr19
44,LNCAROD,8.073959,1.0821189,6.805427505250075e-16,3.930083211172338e-14,0.7955514,0.7740921787709497,0.4537465,0.6612021857923497,chr10
45,MPG,8.040895,0.7314571,8.918462010888432e-16,5.09692784822678e-14,0.890008,0.8701117318435754,0.6229306,0.8524590163934426,chr16
46,CD99,7.9591217,0.48725736,1.7326507797491587e-15,9.72671947576506e-14,2.104962,0.9954608938547486,1.8150159,1.0,chrX
47,RCSD1,7.796441,0.83524317,6.367756278385479e-15,3.4070482841838104e-13,0.85815275,0.8379888268156425,0.56621766,0.7868852459016393,chr1
48,IL18,7.795574,0.89517105,6.411618878370675e-15,3.4240926436961593e-13,0.7152819,0.7852653631284916,0.44580844,0.726775956284153,chr11
49,SELL,7.7086005,0.79158247,1.2720491453125284e-14,6.64401053590159e-13,1.1283488,0.8924581005586593,0.7919654,0.8415300546448088,chr1
50,ALKBH7,7.6984167,0.7269647,1.3776245712945064e-14,7.169178380324221e-13,0.8135148,0.8435754189944135,0.5645954,0.8306010928961749,chr19
51,LIMD2,7.650878,0.61987585,1.9961167403117937e-14,1.0238355611548873e-12,1.0534537,0.9172486033519553,0.7953693,0.907103825136612,chr17
52,DNAJC4,7.6292973,0.79238206,2.3603720691251675e-14,1.1998768389895103e-12,0.7267446,0.8020251396648045,0.48047864,0.825136612021858,chr11
53,HSP90AB1,7.605983,0.28553516,2.8274713306163496e-14,1.4246259259101954e-12,2.694851,1.0,2.5116086,1.0,chr6
54,CD34,7.5353894,0.5553535,4.868789483615195e-14,2.4105579599607314e-12,1.257697,0.9455307262569832,0.99805653,0.9453551912568307,chr1
55,GRINA,7.532486,1.1522849,4.978321056230371e-14,2.4605157691781236e-12,0.49497077,0.6546787709497207,0.25320417,0.5245901639344263,chr8
56,TXNIP,7.522302,0.8582891,5.381993787395679e-14,2.646270669464655e-12,0.9144577,0.8313547486033519,0.60151625,0.825136612021858,chr1
57,TPT1,7.512205,0.26812655,5.813953530097736e-14,2.8439507164893182e-12,4.1714845,0.9996508379888268,3.9887776,1.0,chr13
58,MBOAT7,7.461113,0.72406125,8.579461627930057e-14,4.139916864726046e-12,0.9002083,0.8645251396648045,0.6333665,0.8633879781420765,chr19
59,SNHG32,7.4504957,0.59846157,9.299003791397319e-14,4.471989715397449e-12,1.0181193,0.9095670391061452,0.773658,0.907103825136612,chr6
60,HLA-DPA1,7.4218946,0.49550056,1.1545664666912753e-13,5.478523543610947e-12,1.5504653,0.9793994413407822,1.2903805,0.9836065573770492,chr6
61,MALAT1,7.372449,0.53655666,1.6752151006879765e-13,7.793439517360475e-12,4.3922715,1.0,4.0259156,1.0,chr11
62,SSBP2,7.156596,0.698866,8.270474777351584e-13,3.656703871325774e-11,0.9244181,0.8596368715083799,0.6609612,0.8579234972677595,chr5
63,PNRC1,7.1429024,0.4162579,9.138048950650164e-13,4.015391062783381e-11,1.7900481,0.9919692737430168,1.555855,1.0,chr6
64,TSC22D1,6.962281,0.8353009,3.348063504251274e-12,1.387791787997643e-10,0.75958556,0.7803770949720671,0.49315196,0.7540983606557377,chr13
65,EIF3F,6.929563,0.30404887,4.221422916801456e-12,1.7257924404138973e-10,1.8647547,0.9965083798882681,1.6897063,0.9890710382513661,chr11
66,SERP1,6.911926,0.3750618,4.781183928481099e-12,1.9423048899205695e-10,1.5231199,0.9856843575418994,1.3258706,0.9836065573770492,chr3
67,EIF3G,6.8841476,0.39728633,5.8134499342923975e-12,2.3350417637486e-10,1.3349047,0.9766061452513967,1.1396651,0.9890710382513661,chr19
68,FAM30A,6.8142047,0.61097777,9.478664278465951e-12,3.7595625576257577e-10,1.2931578,0.928072625698324,1.0047961,0.9234972677595629,chr14
69,SNHG6,6.794574,0.23718825,1.0863314631917448e-11,4.284924020373745e-10,2.4374895,0.9961592178770949,2.2885773,0.994535519125683,chr8
70,CSF3R,6.767576,0.49417263,1.3095784771143874e-11,5.088087058630531e-10,1.0554408,0.9067737430167597,0.8458434,0.9453551912568307,chr1
71,TAF1D,6.7249775,0.56822217,1.756195916790246e-11,6.777157666444416e-10,0.90124094,0.8634776536312849,0.6863666,0.8907103825136612,chr11
72,RSL24D1,6.722161,0.47366622,1.7904932122387748e-11,6.900173706300727e-10,1.0383387,0.9259776536312849,0.83893263,0.9398907103825137,chr15
73,RSRP1,6.713104,0.81605005,1.9052769017460287e-11,7.322734054446529e-10,0.6543946,0.7475558659217877,0.421873,0.7158469945355191,chr1
74,MMP2,6.652694,2.5498075,2.8777547588030525e-11,1.0826887890705204e-09,0.26820728,0.3854748603351955,0.051200908,0.13114754098360656,chr16
75,HSD17B11,6.627343,0.480315,3.417823301211513e-11,1.2774506540491473e-09,1.1664184,0.9378491620111732,0.9495369,0.9617486338797814,chr4
76,FHL3,6.4153037,1.255496,1.4054217807695033e-10,4.966520240890297e-09,0.39317235,0.5520251396648045,0.18377784,0.41530054644808745,chr1
77,SYTL1,6.4081535,0.88577795,1.472924514914602e-10,5.173012477381111e-09,0.55783695,0.6850558659217877,0.33947742,0.644808743169399,chr1
78,CALHM6,6.3993998,0.5852033,1.559887899223298e-10,5.471695339489546e-09,0.83415544,0.8456703910614525,0.62510043,0.8688524590163934,chr6
79,ABHD14B,6.364255,0.5118326,1.9623982843612986e-10,6.824838326026282e-09,0.9203064,0.8875698324022346,0.72224545,0.8907103825136612,chr3
80,PNISR,6.3556314,0.44321966,2.0757231468444772e-10,7.183916590013447e-09,1.1693407,0.9340083798882681,0.96800905,0.9344262295081968,chr6
81,JUP,6.267704,1.1055906,3.6641007439974083e-10,1.2424830560917727e-08,0.47881308,0.6016061452513967,0.25107503,0.45901639344262296,chr17
82,BIN1,6.221769,0.88526934,4.915810337012228e-10,1.6473452313856018e-08,0.53317654,0.6710893854748603,0.32303888,0.5846994535519126,chr2
83,TSPO,6.146409,0.4414942,7.925683421469406e-10,2.5890565843466727e-08,1.0882843,0.9347067039106145,0.8961071,0.9617486338797814,chr22
84,MPIG6B,6.1401253,0.78187567,8.245644512698411e-10,2.6843526280038046e-08,0.5947981,0.7129888268156425,0.38706666,0.6721311475409836,chr6
85,EIF3K,6.1362686,0.25550535,8.448237542886339e-10,2.7440414379046998e-08,1.7880137,0.9933659217877095,1.6428096,0.994535519125683,chr19
86,LSP1,6.1221843,0.41253787,9.230108158914722e-10,2.977649598144005e-08,1.329203,0.9622905027932961,1.1272439,0.9617486338797814,chr11
87,TMSB4X,6.111914,0.2971733,9.844322989319965e-10,3.15793479200705e-08,2.713037,0.9979050279329609,2.5221112,1.0,chrX
88,SLC35D2,6.0677123,2.481394,1.2974523585869777e-09,4.120350374407954e-08,0.23468344,0.35579608938547486,0.046278287,0.12568306010928962,chr9
89,LST1,6.014193,0.45650777,1.8078494959651509e-09,5.628411782307224e-08,1.0420768,0.901536312849162,0.8490072,0.9453551912568307,chr6
90,NME3,5.9600673,1.2541429,2.521339739344015e-09,7.748229168816015e-08,0.38865283,0.5300279329608939,0.18160205,0.41530054644808745,chr16
91,NPDC1,5.9571204,0.6363667,2.56720849912029e-09,7.880694507848485e-08,0.78045934,0.8128491620111732,0.5657254,0.7868852459016393,chr9
92,APEX1,5.917512,0.29727992,3.2684768498246436e-09,9.905464697481316e-08,1.5331937,0.979050279329609,1.375345,0.994535519125683,chr14
93,FAM117A,5.9005246,0.58358306,3.6234723481470567e-09,1.090023042452086e-07,1.1438009,0.8952513966480447,0.886716,0.9180327868852459,chr17
94,GBP2,5.8898644,0.99793714,3.865128828618062e-09,1.1602709887845253e-07,0.54348266,0.6291899441340782,0.30859664,0.546448087431694,chr1
95,KRT18,5.885531,0.73364425,3.9677855400195e-09,1.1885851683852532e-07,0.71149594,0.7590782122905028,0.4846804,0.7377049180327869,chr12
96,RAB37,5.849216,0.89969385,4.9389582888554845e-09,1.4671792966831322e-07,0.54210436,0.6546787709497207,0.32621855,0.5846994535519126,chr17
97,IGBP1,5.833832,0.6681241,5.416871470868272e-09,1.6008118197535895e-07,0.64345646,0.7451117318435754,0.44999883,0.7540983606557377,chrX
98,HLA-DPB1,5.809434,0.37056413,6.268435848952537e-09,1.8410221785831972e-07,1.2187064,0.9413407821229051,1.0448806,0.9781420765027322,chr6
99,LMO2,5.767789,0.5459768,8.03182980571481e-09,2.3307552197347157e-07,0.7997478,0.8386871508379888,0.6092348,0.8469945355191257,chr11
100,CASP4,5.6240025,0.7023443,1.8658276971788052e-08,5.133692564287758e-07,0.57970077,0.7081005586592178,0.3938983,0.6775956284153005,chr11
101,ATP6V1G1,5.623916,0.36540613,1.866764565946562e-08,5.133692564287758e-07,1.0016005,0.9305167597765364,0.8489529,0.9453551912568307,chr9
102,LGALS9,5.540539,0.50509584,3.0154204848870425e-08,8.014330045480772e-07,0.764391,0.8247206703910615,0.5925942,0.8524590163934426,chr17
103,ITM2C,5.529142,0.3564323,3.218010667533382e-08,8.513100947747402e-07,1.4181154,0.9713687150837989,1.2367214,0.9726775956284153,chr2
104,TSC22D3,5.527452,1.1358478,3.249155002388653e-08,8.577989617461621e-07,0.6925703,0.6302374301675978,0.3746915,0.5573770491803278,chrX
105,GMFG,5.5008874,0.25179493,3.778847482793701e-08,9.858516441584056e-07,1.6218591,0.9874301675977654,1.4843035,0.994535519125683,chr19
106,CTSF,5.500584,1.5818383,3.7853550401621934e-08,9.858516441584056e-07,0.29137328,0.4284217877094972,0.10705827,0.26229508196721313,chr11
107,TMEM173,5.498244,0.55227983,3.8359227999483806e-08,9.972000584223147e-07,0.67988,0.7733938547486033,0.50920445,0.819672131147541,chr5
108,SPINT2,5.465699,0.38540757,4.610859915942526e-08,1.1856853298723982e-06,1.0656618,0.9378491620111732,0.8988121,0.9398907103825137,chr19
109,NFE2,5.437358,0.48432845,5.407646659127724e-08,1.3806201201880433e-06,0.9559964,0.8627793296089385,0.76296616,0.9234972677595629,chr12
110,BRI3,5.363471,0.46737507,8.163764226792329e-08,2.0259298218872573e-06,0.76438963,0.8310055865921788,0.604368,0.8852459016393442,chr7
111,AC016735.1,5.362431,3.0877197,8.210923566035815e-08,2.0343972046586392e-06,0.20461744,0.2817737430167598,0.026357241,0.0546448087431694,chr2
112,HLA-DRB1,5.3607845,0.33609474,8.286132492119576e-08,2.0494703071141898e-06,1.5435556,0.9780027932960894,1.3651185,0.9781420765027322,chr6
113,COX7A2L,5.3495173,0.33243096,8.818911882943954e-08,2.1718284030897727e-06,1.1421838,0.94518156424581,0.9912147,0.9617486338797814,chr2
114,AHNAK,5.309259,1.3594277,1.1007188553797106e-07,2.680640505355985e-06,0.44566238,0.49476256983240224,0.19790515,0.33879781420765026,chr11
115,CLDN15,5.277234,1.0045685,1.3114825704649606e-07,3.1429294071025e-06,0.41117275,0.553072625698324,0.22593068,0.4918032786885246,chr7
116,GYPC,5.2751107,0.38089192,1.3267594783764312e-07,3.1688883420719484e-06,1.7174432,0.9762569832402235,1.5062503,0.9836065573770492,chr2
117,LAT2,5.247766,0.8035295,1.5395449581395792e-07,3.655682191192716e-06,0.46392855,0.6082402234636871,0.29133695,0.5683060109289617,chr7
118,APRT,5.244906,0.36972407,1.5636195554739708e-07,3.7097589420138684e-06,1.2391739,0.9514664804469274,1.0641123,0.9508196721311475,chr16
119,EIF2A,5.2275286,0.54108137,1.7179077973185544e-07,4.052216258389623e-06,0.72385335,0.7894553072625698,0.5481884,0.7923497267759563,chr3
120,ARMH1,5.2007475,0.26926848,1.9848862406526956e-07,4.635952973868434e-06,1.7208335,0.9916201117318436,1.5702449,1.0,chr1
121,SEPTIN6,5.198104,0.34599814,2.0133144588712552e-07,4.698502597225079e-06,1.2176476,0.9465782122905028,1.0549704,0.9617486338797814,chrX
122,OGT,5.161356,0.7256478,2.451677536217129e-07,5.629383251033823e-06,0.5275115,0.6557262569832403,0.3507336,0.639344262295082,chrX
123,MZB1,5.1494384,0.6075081,2.612673194321617e-07,5.97296865042118e-06,0.80265814,0.765013966480447,0.592358,0.7595628415300546,chr5
124,S100A4,5.113817,0.5447226,3.157132045102336e-07,7.117398550373788e-06,0.91806465,0.835195530726257,0.7086905,0.819672131147541,chr1
125,SMDT1,5.1084433,0.39418072,3.248235943514016e-07,7.3169978386360756e-06,0.9166289,0.8830307262569832,0.761751,0.9016393442622951,chr22
126,ETS2,5.014276,0.6349639,5.32335295592518e-07,1.1518314081720354e-05,0.61690784,0.7126396648044693,0.43787885,0.7213114754098361,chr21
127,POLR1D,5.001319,0.3668183,5.693947886963608e-07,1.2227410078345494e-05,0.9735012,0.9018854748603352,0.8230267,0.9180327868852459,chr13
128,NEU1,4.999412,2.720436,5.750540654538563e-07,1.2330369803468476e-05,0.17600648,0.28212290502793297,0.02878132,0.08196721311475409,chr6
129,UQCRB,4.9975486,0.23318122,5.806370904450537e-07,1.2422061924465148e-05,1.5676916,0.9856843575418994,1.4419916,0.994535519125683,chr8
130,HCST,4.9892716,0.96111256,6.060739543070125e-07,1.2946829235151597e-05,0.56176513,0.6103351955307262,0.327273,0.6010928961748634,chr19
131,BEX2,4.987798,0.64833987,6.107132030634588e-07,1.3036167009703381e-05,0.5193564,0.6693435754189944,0.36078313,0.6612021857923497,chrX
132,ORAI3,4.977484,0.6735675,6.441597669228232e-07,1.3698842828564558e-05,0.5675781,0.6899441340782123,0.39135754,0.6939890710382514,chr16
133,LTA4H,4.9461966,0.40848485,7.567762682818782e-07,1.5787670533184055e-05,0.91118217,0.8802374301675978,0.7516626,0.8797814207650273,chr12
134,SYF2,4.8946276,0.48253325,9.849214148757625e-07,2.0149202947939022e-05,0.7035216,0.7873603351955307,0.5484959,0.8306010928961749,chr1
135,UFC1,4.8795033,0.29455143,1.0635327241819954e-06,2.1617837653757765e-05,1.0811002,0.9336592178770949,0.95096076,0.9726775956284153,chr1
136,ACTG1,4.811554,0.18711014,1.4976141252083142e-06,2.9803879708786254e-05,3.2509434,1.0,3.1266,1.0,chr17
137,C1QTNF4,4.807047,0.6713638,1.5317604332786084e-06,3.044093661061976e-05,0.7646778,0.7231145251396648,0.5429247,0.6830601092896175,chr11
138,PQBP1,4.7605915,0.45235172,1.930263341287469e-06,3.760058057843992e-05,0.70301825,0.7967877094972067,0.5569556,0.825136612021858,chrX
139,FTH1,4.7476344,0.23933342,2.058096957792429e-06,3.9899938166094146e-05,2.599426,0.9975558659217877,2.4468536,1.0,chr11
140,KLF10,4.739487,0.6868822,2.1425965433066195e-06,4.145357409906253e-05,0.6243711,0.6752793296089385,0.43088606,0.6830601092896175,chr8
141,EIF4A2,4.7333336,0.32934567,2.2086192324804123e-06,4.2615293147412985e-05,1.1030446,0.9305167597765364,0.9564341,0.9562841530054644,chr3
142,LYL1,4.72042,0.32878202,2.3535838480358025e-06,4.498626285407843e-05,1.204993,0.9427374301675978,1.0510076,0.9672131147540983,chr19
143,ARHGDIB,4.711926,0.21174146,2.453863687170596e-06,4.674634911872482e-05,2.1951745,0.9989525139664804,2.0658555,1.0,chr12
144,EIF3L,4.6474433,0.20813926,3.3607445654764057e-06,6.239694890511467e-05,1.8052883,0.9930167597765364,1.6862149,1.0,chr22
145,GABPB1-AS1,4.6138587,0.8906151,3.952616090580287e-06,7.25825535551633e-05,0.39833862,0.5443435754189944,0.23423877,0.5191256830601093,chr15
146,DENND6B,4.5913677,1.079046,4.403511733600109e-06,8.008886965485198e-05,0.32938457,0.4762569832402235,0.16945279,0.3879781420765027,chr22
147,TOMM7,4.588507,0.18763568,4.464265470258272e-06,8.103877955494934e-05,1.6459941,0.9912709497206704,1.5423635,1.0,chr7
148,HINT1,4.5534925,0.1307979,5.2762551950712626e-06,9.427834940666808e-05,2.7809193,0.9996508379888268,2.69612,1.0,chr5
149,POLD4,4.540015,0.6137106,5.6250159637410386e-06,0.00010000885614337091,0.54772997,0.6794692737430168,0.38975772,0.6885245901639344,chr11
150,AC104088.1,4.5384984,0.71051276,5.665619422048626e-06,0.00010060531424531925,0.5534549,0.6417597765363129,0.37277606,0.5956284153005464,chr2
151,PTPRCAP,4.4725423,0.73275137,7.729510440834218e-06,0.0001343267390321208,0.4577892,0.5970670391061452,0.2996339,0.5956284153005464,chr11
152,IGHM,4.4632254,0.8267708,8.073511173852e-06,0.00013953963130661294,0.5196389,0.5953212290502793,0.32510662,0.5136612021857924,chr14
153,LINC02573,4.4508314,0.8946081,8.55385002992768e-06,0.00014686254976127488,0.40400362,0.5356145251396648,0.23725809,0.5081967213114754,chr21
154,HLA-DMA,4.442684,0.41467988,8.884346533126865e-06,0.00015189675925162584,0.7822016,0.8131983240223464,0.6365406,0.8633879781420765,chr6
155,HLA-DQA1,4.4156866,0.5321917,1.006899341776044e-05,0.00017021194682139432,0.64203596,0.7318435754189944,0.48402542,0.7377049180327869,chr6
156,EID1,4.3875184,0.3071879,1.1465120235090523e-05,0.0001914299173678639,1.0821809,0.9273743016759777,0.9465938,0.9289617486338798,chr15
157,RBPMS,4.371138,0.8066168,1.2360071639690188e-05,0.00020493286222132836,0.4435149,0.57018156424581,0.27696466,0.546448087431694,chr8
158,PADI4,4.34362,1.0421516,1.4015386781274466e-05,0.00022957541655852109,0.32607153,0.47032122905027934,0.17160325,0.4098360655737705,chr1
159,EIF1,4.341453,0.1453358,1.4154340957908468e-05,0.00023158548217879158,2.4372458,0.9986033519553073,2.345727,1.0,chr17
160,PPP1R18,4.3403697,0.7043198,1.4224309799532903e-05,0.00023246353401895663,0.42582962,0.5803072625698324,0.28202033,0.5136612021857924,chr6
161,PRKACB,4.328323,0.45532605,1.502492447432605e-05,0.00024442715126002867,0.647421,0.7496508379888268,0.5093125,0.7978142076502732,chr1
162,UBR5-AS1,4.3173156,1.3157276,1.5793832199305604e-05,0.00025518895561461597,0.26520777,0.3997905027932961,0.11511632,0.3005464480874317,chr8
163,GNA15,4.275714,0.35455158,1.9052595119837907e-05,0.0003015215913582338,0.80136716,0.8372905027932961,0.67339885,0.8797814207650273,chr19
164,CDV3,4.2702537,0.5166282,1.952509565596531e-05,0.0003084856941367417,0.5247164,0.6714385474860335,0.39359337,0.6994535519125683,chr3
165,HIST3H2A,4.260763,1.027941,2.0373015240269817e-05,0.00032034747714168506,0.33683094,0.4657821229050279,0.17932567,0.3879781420765027,chr1
166,TATDN1,4.229952,0.7788188,2.337415055162082e-05,0.00036207714580723655,0.3888678,0.5464385474860335,0.24453796,0.5300546448087432,chr8
167,MBP,4.220288,0.60341275,2.4399048649309056e-05,0.0003769296150492935,0.51170486,0.6543296089385475,0.3644779,0.6502732240437158,chr18
168,SNAP23,4.1950235,1.0846821,2.7284330662654452e-05,0.0004160933378810586,0.28334618,0.4312150837988827,0.14362007,0.3442622950819672,chr15
169,REG4,4.1935067,0.8467778,2.7467488724329482e-05,0.0004179924458059915,0.362471,0.5143156424581006,0.21745838,0.47540983606557374,chr1
170,S1PR4,4.176996,0.61780626,2.9538416856934673e-05,0.00044593783585286553,0.5178558,0.6407122905027933,0.36610264,0.639344262295082,chr19
171,N4BP2L2,4.160702,0.41602612,3.172708635366182e-05,0.00047470779046890235,0.66259354,0.7643156424581006,0.5332014,0.7978142076502732,chr13
172,KDM5B,4.151992,0.65254104,3.295943466029761e-05,0.0004900610832337682,0.4901915,0.6134776536312849,0.3382227,0.6174863387978142,chr1
173,ATP5MC2,4.1266403,0.12727867,3.681011435776697e-05,0.0005427874049921398,2.6341932,0.9986033519553073,2.5525713,0.994535519125683,chr12
174,CTSS,4.1262503,0.8845436,3.6872565111318596e-05,0.0005434272929429372,0.32712844,0.4821927374301676,0.19029857,0.4207650273224044,chr1
175,SMIM24,4.1156335,0.27754107,3.861176760811901e-05,0.0005670084390568166,1.0247561,0.8907122905027933,0.9057503,0.9562841530054644,chr19
176,SUPT4H1,4.099296,0.38422894,4.144088067222762e-05,0.0006051259779880118,0.7097868,0.7932960893854749,0.58327645,0.8306010928961749,chr17
177,PTPRC,4.092882,0.3675464,4.26043899058148e-05,0.0006205270640112496,1.0550919,0.8914106145251397,0.8965663,0.8907103825136612,chr1
178,ERP29,4.0878987,0.21991768,4.3529794161979406e-05,0.0006330355277467254,1.1854459,0.9553072625698324,1.0821098,0.9836065573770492,chr12
179,UBXN1,4.075245,0.2837258,4.596594284280093e-05,0.0006654095218228411,0.9435712,0.8956005586592178,0.828113,0.9617486338797814,chr11
180,ADAM8,4.0663614,1.3997046,4.775290481916386e-05,0.000687092502337495,0.25449517,0.3725558659217877,0.10421586,0.2677595628415301,chr10
181,H1F0,4.054314,0.4255638,5.0281638336543375e-05,0.0007184026864135992,1.2174438,0.8837290502793296,1.0191865,0.907103825136612,chr22
182,ZYX,4.053621,0.30323192,5.043097351985005e-05,0.000719815066486028,1.1205566,0.9200418994413407,0.9838798,0.9453551912568307,chr7
183,GPSM3,4.0511937,0.45276392,5.095696395280416e-05,0.0007265953490030345,0.6287998,0.7437150837988827,0.49443626,0.7923497267759563,chr6
184,YPEL5,4.027793,0.70946294,5.630291716278121e-05,0.0007952682474731028,0.42221633,0.5618016759776536,0.27859294,0.5409836065573771,chr2
185,NSA2,4.002442,0.31095573,6.269210934748859e-05,0.0008738287264768716,0.88791114,0.8774441340782123,0.7667569,0.9016393442622951,chr5
